Rk,Player,Age,Tm,Pos,GP▼,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.
801,Jordan Nolan\nolanjo01,29,STL,C,14,1,0.00,0.14,0.14,0.04,1.00,1.21,0,2,2,1,7,0,5,0,2,5.7,5.8,-0.1,-0.1,0.2,0.1,0,,,
802,Matt Hunwick\hunwima01,33,BUF,D,14,1,0.00,0.14,0.14,0.04,0.29,0.71,0,2,2,1,3,0,13,3,-7,8.8,11.3,-2.5,-0.1,0.0,0.0,0,,,
803,Max McCormick\mccorma01,26,OTT,LW,14,1,0.07,0.00,0.07,0.04,0.29,0.86,1,0,1,1,1,0,7,0,-6,2.1,5.6,-3.5,-0.1,-0.1,-0.2,0,,,
804,Adin Hill\hillad01,22,ARI,G,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,37,7,32,5,0,21.6,22.8,,0.0,0.0,1.5,0,,,
805,Chris Butler\butlech01,32,STL,D,13,1,0.08,0.08,0.15,0.06,0.00,0.77,1,1,2,1,7,0,7,3,3,8.1,6.7,1.4,0.1,0.6,0.7,0,,,
806,Alan Quine\quineal01,25,CGY,C,13,2,0.23,0.15,0.38,0.16,0.46,0.85,3,2,5,2,5,1,4,0,0,4.3,4.4,-0.1,0.4,0.1,0.6,0,,,
807,Zach Trotman\trotmza01,28,PIT,D,13,0,0.00,0.08,0.08,0.02,0.31,1.23,0,1,1,0,8,1,4,1,4,8.9,6.6,2.3,-0.1,0.6,0.5,0,,,
808,Jonny Brodzinski\brodzjo01,25,LAK,C,13,1,0.15,0.08,0.23,0.11,0.15,1.31,2,1,3,1,6,1,5,0,0,3.9,3.8,0.1,0.1,0.2,0.3,0,,,
809,Rourke Chartier\chartro01,22,SJS,C,13,1,0.08,0.00,0.08,0.04,0.15,1.46,1,0,1,1,2,0,7,0,-5,3.9,4.9,-1.0,-0.1,-0.1,-0.2,0,,,
810,Eric Robinson\robiner01,23,CBJ,LW,13,0,0.00,0.00,0.00,0.00,0.00,1.38,0,0,0,0,1,0,5,0,-4,5.5,5.1,0.4,-0.4,0.0,-0.4,0,,,
811,Antti Raanta\raantan01,29,ARI,G,12,0,0.00,0.08,0.08,0.02,0.00,0.00,0,1,1,0,27,4,33,6,0,25.3,25.2,,0.0,0.0,1.8,0,,,
812,Alexander Nylander\nylanal01,20,BUF,LW,12,2,0.17,0.17,0.33,0.14,0.33,1.33,2,2,4,2,6,2,7,0,-4,5.0,6.8,-1.8,0.2,0.0,0.2,0,,,
813,Max Veronneau\veronma01,23,OTT,RW,12,2,0.17,0.17,0.33,0.13,0.00,1.25,2,2,4,2,6,3,8,0,-5,3.1,6.9,-3.8,0.2,0.0,0.2,0,,,
814,Darren Archibald\archida02,28,TOT,RW,12,1,0.08,0.08,0.17,0.07,1.00,0.83,1,1,2,1,3,0,6,0,-3,2.3,3.1,-0.7,0.1,0.0,0.1,0,,,
815,Mark Barberio\barbema01,28,COL,D,12,1,0.08,0.00,0.08,0.05,0.33,0.92,1,0,1,1,5,0,13,2,-6,5.3,7.5,-2.2,0.0,-0.1,-0.1,0,,,
816,Matt Read\readma01,32,MIN,RW,12,1,0.08,0.00,0.08,0.05,0.17,1.08,1,0,1,1,5,0,9,2,-2,5.0,5.1,-0.1,-0.2,0.1,-0.1,0,,,
817,Calvin Petersen\peterca01,24,LAK,G,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,24,4,27,12,0,17.9,21.1,,0.0,0.0,2.5,0,,,
818,Mike McKenna\mckenmi01,35,TOT,G,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,17,2,34,4,0,16.8,19.9,,0.0,0.0,1.2,0,,,
819,Sam Montembeault\montesa01,22,FLA,G,11,0,0.00,0.09,0.09,0.02,0.00,0.00,0,1,1,0,32,9,30,5,0,20.6,20.5,,0.0,0.0,1.1,0,,,
820,Karson Kuhlman\kuhlmka01,23,BOS,C,11,2,0.27,0.18,0.45,0.20,0.18,1.36,3,2,5,2,9,0,6,2,5,6.4,4.8,1.6,0.4,0.4,0.8,0,,,
821,Andrew Agozzino\agozzan01,28,COL,LW,11,1,0.09,0.09,0.18,0.07,0.00,1.00,1,1,2,1,3,0,2,1,2,3.7,3.0,0.7,0.1,0.2,0.2,0,,,
822,C.J. Smith\smithcj01,24,BUF,LW,11,1,0.18,0.00,0.18,0.10,0.00,1.64,2,0,2,1,3,0,3,0,0,4.3,5.8,-1.5,0.1,0.2,0.2,0,,,
823,Kurtis MacDermid\macdeku01,24,LAK,D,11,0,0.00,0.09,0.09,0.02,1.00,0.45,0,1,1,0,4,0,5,0,-1,3.5,3.5,0.0,0.0,0.2,0.2,0,,,
824,Justin Bailey\baileju01,23,PHI,RW,11,0,0.00,0.09,0.09,0.02,0.18,0.45,0,1,1,0,2,0,2,0,0,1.3,2.3,-1.0,-0.1,0.1,0.0,0,,,
825,Justin Dowling\dowliju01,28,DAL,C,11,0,0.00,0.09,0.09,0.02,0.00,0.82,0,1,1,0,5,3,6,0,-4,4.5,3.9,0.6,-0.3,0.1,-0.2,0,,,
826,Justin Holl\hollju01,27,TOR,D,11,0,0.00,0.09,0.09,0.02,0.18,0.55,0,1,1,0,6,0,12,0,-5,5.9,7.4,-1.6,-0.1,-0.2,-0.2,0,,,
827,Wade Megan\meganwa01,28,DET,C,11,0,0.00,0.09,0.09,0.02,0.18,1.45,0,1,1,0,2,0,7,1,-4,3.9,3.8,0.1,-0.1,-0.1,-0.2,0,,,
828,Nick Lappin\lappini01,26,NJD,RW,11,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,2,1,7,0,-6,2.2,5.2,-3.0,-0.4,0.0,-0.4,0,,,
829,Joe Hicketts\hickejo01,22,DET,D,11,0,0.00,0.00,0.00,0.00,0.00,1.45,0,0,0,0,2,0,17,6,-9,5.1,9.6,-4.5,-0.2,-0.2,-0.5,0,,,
830,Max Comtois\comtoma01,20,ANA,LW,10,2,0.20,0.50,0.70,0.25,0.70,0.90,2,5,7,2,8,0,5,0,3,3.9,7.0,-3.1,0.5,0.3,0.8,0,,,
831,Taro Hirose\hirosta01,22,DET,LW,10,2,0.10,0.60,0.70,0.22,0.20,1.50,1,6,7,2,8,1,8,0,0,4.7,6.8,-2.1,0.4,0.2,0.5,0,,,
832,Eric Gryba\grybaer01,30,NJD,D,10,0,0.00,0.00,0.00,0.00,1.00,1.10,0,0,0,0,5,0,8,2,-1,4.6,5.1,-0.5,-0.2,0.3,0.1,0,,,
833,Joshua Ho-Sang\hosanjo01,23,NYI,C/RW,10,1,0.10,0.10,0.20,0.08,0.60,1.00,1,1,2,1,6,3,1,0,2,5.3,4.0,1.4,-0.1,0.3,0.1,0,,,
834,Brandon Davidson\davidbr01,27,CHI,D,10,0,0.00,0.10,0.10,0.03,1.50,0.70,0,1,1,0,3,0,8,1,-4,4.8,6.7,-1.9,-0.1,-0.1,-0.2,0,,,
835,Justin Falk\falkju01,30,OTT,D,10,0,0.00,0.00,0.00,0.00,1.10,0.70,0,0,0,0,2,0,6,0,-4,3.2,5.2,-2.1,-0.2,0.0,-0.2,0,,,
836,Steven Fogarty\fogarst01,25,NYR,C,10,0,0.00,0.00,0.00,0.00,0.00,0.90,0,0,0,0,1,0,2,0,-1,1.9,3.4,-1.5,-0.2,0.1,-0.2,0,,,
837,Ryan Kuffner\kuffnry01,22,DET,LW,10,0,0.00,0.00,0.00,0.00,0.00,0.80,0,0,0,0,1,1,4,0,-4,2.2,6.0,-3.7,-0.3,0.0,-0.3,0,,,
838,Thatcher Demko\demkoth01,23,VAN,G,9,0,0.00,0.11,0.11,0.03,0.00,0.00,0,1,1,0,20,4,25,4,0,18.2,22.7,,0.0,0.0,1.7,0,,,
839,Michael Hutchinson\hutchmi01,28,TOT,G,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,23,4,27,6,0,21.4,15.7,,0.0,0.0,0.8,0,,,
840,Karl Alzner\alzneka01,30,MTL,D,9,0,0.00,0.11,0.11,0.03,0.22,0.89,0,1,1,0,4,0,6,3,1,3.9,4.4,-0.5,-0.1,0.4,0.3,0,,,
841,Luca Sbisa\sbisalu01,29,NYI,D,9,0,0.00,0.11,0.11,0.03,0.44,0.56,0,1,1,0,4,0,5,1,0,5.2,7.2,-2.0,-0.1,0.3,0.3,0,,,
842,Danick Martel\marteda01,24,TBL,LW,9,1,0.00,0.22,0.22,0.06,0.89,1.78,0,2,2,1,4,0,1,0,3,3.4,3.0,0.4,-0.1,0.2,0.1,0,,,
843,Filip Zadina\zadinfi01,19,DET,RW,9,1,0.11,0.22,0.33,0.12,0.00,2.00,1,2,3,1,5,3,7,0,-5,2.4,7.1,-4.7,0.0,0.0,0.0,0,,,
844,Marc Methot\methoma01,33,DAL,D,9,0,0.00,0.00,0.00,0.00,0.67,0.33,0,0,0,0,4,0,8,1,-3,4.3,7.4,-3.1,-0.2,0.2,0.0,0,,,
845,Nicolas Aube-Kubel\aubekni01,22,PHI,RW,9,0,0.00,0.00,0.00,0.00,0.00,0.22,0,0,0,0,1,0,0,0,1,1.3,0.4,1.0,-0.1,0.1,0.0,0,,,
846,Alex Formenton\formeal01,19,OTT,LW,9,1,0.11,0.00,0.11,0.06,0.67,1.78,1,0,1,1,3,0,6,1,-2,3.1,4.1,-1.0,-0.1,0.0,-0.1,0,,,
847,Joseph Blandisi\blandjo01,24,TOT,C,9,0,0.00,0.00,0.00,0.00,0.67,0.89,0,0,0,0,2,0,3,0,-1,1.7,2.7,-1.0,-0.2,0.0,-0.1,0,,,
848,Scott Darling\darlisc01,30,CAR,G,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,19,10,27,4,0,20.2,17.3,,0.0,0.0,0.7,0,,,
849,Brendan Guhle\guhlebr01,21,TOT,D,8,0,0.00,0.13,0.13,0.03,0.50,1.88,0,1,1,0,2,0,4,0,-2,4.8,4.5,0.3,0.0,0.2,0.1,0,,,
850,Sonny Milano\milanso01,22,CBJ,LW,8,1,0.13,0.00,0.13,0.07,0.00,0.63,1,0,1,1,3,0,3,0,0,4.5,2.8,1.8,0.0,0.1,0.1,0,,,
851,Kalle Kossila\kossika01,25,ANA,LW,8,1,0.13,0.00,0.13,0.07,0.50,1.38,1,0,1,1,1,0,4,2,-1,1.4,1.9,-0.6,0.0,0.1,0.0,0,,,
852,Matt Puempel\puempma01,26,DET,LW,8,1,0.13,0.00,0.13,0.07,0.25,1.25,1,0,1,1,1,1,2,0,-2,2.0,3.3,-1.3,0.0,0.0,0.0,0,,,
853,Dylan Gambrell\gambrdy01,22,SJS,C,8,0,0.00,0.00,0.00,0.00,0.25,0.75,0,0,0,0,1,0,0,0,1,2.2,2.8,-0.6,-0.2,0.1,-0.1,0,,,
854,Marko Daňo\danoma01,24,COL,C,8,0,0.00,0.00,0.00,0.00,0.88,0.38,0,0,0,0,1,0,2,0,-1,1.1,1.8,-0.7,-0.2,0.0,-0.1,0,,,
855,Nikita Scherbak\scherni01,23,LAK,RW,8,1,0.13,0.00,0.13,0.07,0.25,1.50,1,0,1,1,2,0,6,0,-4,4.7,3.3,1.4,0.0,0.0,-0.1,0,,,
856,Guillaume Brisebois\brisegu01,21,VAN,D,8,0,0.00,0.00,0.00,0.00,0.00,0.63,0,0,0,0,2,0,6,0,-4,3.8,3.1,0.7,-0.1,-0.1,-0.2,0,,,
857,Tanner Fritz\fritzta01,27,NYI,C,8,0,0.00,0.13,0.13,0.03,0.25,0.75,0,1,1,0,1,0,4,0,-3,2.0,2.9,-1.0,-0.1,0.0,-0.2,0,,,
858,Nathan Bastian\bastina01,21,NJD,RW,7,2,0.43,0.00,0.43,0.24,1.43,1.86,3,0,3,2,3,0,3,0,0,3.0,2.5,0.5,0.4,0.1,0.5,0,,,
859,Dylan McIlrath\mcilrdy01,26,DET,D,7,0,0.00,0.00,0.00,0.00,0.57,0.86,0,0,0,0,4,0,3,1,2,2.6,4.0,-1.4,-0.1,0.4,0.3,0,,,
860,Martin Necas\necasma01,20,CAR,C,7,1,0.14,0.14,0.29,0.12,0.29,0.86,1,1,2,1,2,0,2,0,0,1.2,2.6,-1.5,0.1,0.1,0.2,0,,,
861,Martin Hanzal\hanzama01,31,DAL,C,7,1,0.14,0.14,0.29,0.12,0.57,2.00,1,1,2,1,5,3,7,1,-4,2.7,3.4,-0.7,0.0,0.0,0.0,0,,,
862,Michal Neuvirth\neuvimi01,30,PHI,G,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,3,26,6,0,13.8,11.2,,0.0,0.0,0.0,0,,,
863,Evan Bouchard\bouchev01,19,EDM,D,7,1,0.14,0.00,0.14,0.08,0.29,1.43,1,0,1,1,2,1,6,0,-5,2.3,3.1,-0.8,0.1,-0.2,-0.1,0,,,
864,Paul Carey\careypa01,30,TOT,C,7,0,0.00,0.00,0.00,0.00,0.00,0.57,0,0,0,0,2,0,2,0,0,2.1,2.2,-0.1,-0.2,0.1,-0.1,0,,,
865,Sheldon Rempal\rempash01,23,LAK,RW,7,0,0.00,0.00,0.00,0.00,0.00,0.43,0,0,0,0,1,0,2,0,-1,1.5,3.1,-1.5,-0.2,0.0,-0.1,0,,,
866,Janne Kuokkanen\kuokkja01,20,CAR,C/LW,7,0,0.00,0.00,0.00,0.00,0.57,0.86,0,0,0,0,3,2,3,0,-2,1.2,1.6,-0.5,-0.2,0.0,-0.2,1,0,1,0.0
867,Maxim Mamin\maminma01,24,FLA,C/RW,7,0,0.00,0.00,0.00,0.00,0.71,1.14,0,0,0,0,0,0,2,0,-2,2.2,2.0,0.2,-0.1,0.0,-0.2,0,,,
868,Patrick Eaves\eavespa01,34,ANA,RW,7,0,0.00,0.00,0.00,0.00,0.57,0.86,0,0,0,0,3,1,6,0,-4,3.0,5.5,-2.5,-0.3,0.0,-0.3,0,,,
869,Victor Olofsson\olofsvi01,23,BUF,RW,6,2,0.33,0.33,0.67,0.27,0.33,3.50,2,2,4,2,6,2,3,0,1,5.5,2.9,2.6,0.3,0.2,0.5,0,,,
870,Adam Johnson\johnsad01,24,PIT,C,6,1,0.00,0.33,0.33,0.09,0.00,0.50,0,2,2,1,3,0,1,0,2,1.8,1.4,0.3,0.1,0.1,0.2,0,,,
871,Daniel Carr\carrda01,27,VEG,LW,6,1,0.17,0.00,0.17,0.09,0.00,1.83,1,0,1,1,2,0,3,0,-1,2.7,2.2,0.5,0.0,0.0,0.1,0,,,
872,Erik Condra\condrer01,32,DAL,RW,6,1,0.17,0.00,0.17,0.09,0.33,1.67,1,0,1,1,1,0,3,0,-2,2.7,1.9,0.8,0.0,0.0,0.0,0,,,
873,Kyle Rau\rauky01,26,MIN,C,6,0,0.00,0.17,0.17,0.05,0.00,1.00,0,1,1,0,1,0,1,0,0,1.3,0.9,0.4,0.0,0.1,0.0,0,,,
874,Sam Carrick\carrisa01,26,ANA,C,6,0,0.00,0.17,0.17,0.05,0.33,0.83,0,1,1,0,1,0,2,0,-1,1.8,4.6,-2.8,-0.1,0.0,0.0,0,,,
875,Colin Blackwell\blackco01,25,NSH,C,6,0,0.00,0.00,0.00,0.00,0.33,0.83,0,0,0,0,0,0,1,0,-1,2.4,2.2,0.2,-0.2,0.0,-0.1,0,,,
876,Cooper Marody\marodco01,22,EDM,C,6,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,1.6,1.4,0.2,-0.1,0.0,-0.1,0,,,
877,Eric Tangradi\tangrer01,29,NJD,C,6,0,0.00,0.17,0.17,0.05,0.00,1.67,0,1,1,0,1,0,4,0,-3,3.2,2.8,0.5,-0.1,0.0,-0.1,0,,,
878,Jack Rodewald\rodewja01,24,OTT,RW,6,0,0.00,0.00,0.00,0.00,0.00,0.33,0,0,0,0,0,0,0,0,0,1.1,1.7,-0.6,-0.1,0.0,-0.1,0,,,
879,Nicolas Roy\royni01,21,CAR,C,6,0,0.00,0.00,0.00,0.00,0.33,0.17,0,0,0,0,0,0,1,1,0,1.2,1.4,-0.2,-0.1,0.0,-0.1,0,,,
880,Patrick Russell\russepa01,26,EDM,RW,6,0,0.00,0.00,0.00,0.00,0.33,1.00,0,0,0,0,0,0,0,0,0,1.8,1.2,0.6,-0.1,0.1,-0.1,0,,,
881,Libor Sulak\sulakli01,24,DET,D,6,0,0.00,0.00,0.00,0.00,1.00,1.17,0,0,0,0,3,0,8,1,-4,3.7,6.0,-2.4,-0.1,0.0,-0.2,0,,,
882,Kevin Boyle\boyleke01,26,ANA,G,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,2,10,3,0,8.6,8.2,,0.0,0.0,1.0,0,,,
883,Dillon Heatherington\heathdi01,23,DAL,D,5,0,0.00,0.20,0.20,0.05,0.00,1.00,0,1,1,0,5,0,1,0,4,2.6,2.4,0.2,0.0,0.4,0.5,0,,,
884,Quinn Hughes\hughequ01,19,VAN,D,5,1,0.00,0.60,0.60,0.17,0.40,1.20,0,3,3,1,5,3,2,0,0,3.8,4.5,-0.7,0.2,0.2,0.4,2,0,2,0.0
885,Libor Hajek\hajekli01,20,NYR,D,5,1,0.20,0.00,0.20,0.11,1.20,2.00,1,0,1,1,3,0,2,0,1,4.0,2.6,1.4,0.1,0.2,0.3,0,,,
886,Andrej Sustr\sustran01,28,ANA,D,5,0,0.00,0.00,0.00,0.00,1.20,1.20,0,0,0,0,1,0,2,1,0,1.9,2.7,-0.8,-0.1,0.2,0.1,0,,,
887,Jake Chelios\chelija01,27,DET,D,5,0,0.00,0.00,0.00,0.00,0.40,1.00,0,0,0,0,1,0,1,0,0,2.3,3.4,-1.2,-0.1,0.2,0.1,0,,,
888,Michael Bunting\buntimi01,23,ARI,LW,5,1,0.20,0.00,0.20,0.11,0.40,1.00,1,0,1,1,1,0,1,0,0,2.3,1.8,0.5,0.1,0.1,0.1,0,,,
889,Cody Goloubef\golouco01,29,OTT,D,5,0,0.00,0.00,0.00,0.00,0.40,0.60,0,0,0,0,1,0,1,0,0,3.0,2.0,1.0,-0.1,0.1,0.0,0,,,
890,Filip Chlapik\chlapfi01,21,OTT,C,5,1,0.20,0.00,0.20,0.11,0.80,1.80,1,0,1,1,2,0,4,0,-2,3.0,3.3,-0.3,0.0,0.0,0.0,0,,,
891,Kristian Vesalainen\vesalkr01,19,WPG,W,5,0,0.00,0.20,0.20,0.05,0.00,0.20,0,1,1,0,1,0,1,0,0,1.7,1.3,0.5,0.0,0.0,0.0,0,,,
892,Jaret Anderson-Dolan\anderja01,19,LAK,C,5,0,0.00,0.20,0.20,0.05,0.00,1.20,0,1,1,0,2,0,4,0,-2,1.5,2.3,-0.8,-0.1,0.0,-0.1,0,,,
893,Logan O'Connor\oconnlo01,22,COL,RW,5,0,0.00,0.00,0.00,0.00,0.00,0.20,0,0,0,0,0,0,3,1,-2,0.6,1.2,-0.7,-0.1,0.0,-0.1,0,,,
894,Nikita Soshnikov\soshnni01,25,STL,RW,5,0,0.00,0.00,0.00,0.00,0.00,0.20,0,0,0,0,1,0,2,0,-1,0.9,0.7,0.2,-0.1,0.0,-0.1,0,,,
895,John Gilmour\gilmojo01,25,NYR,D,5,0,0.00,0.00,0.00,0.00,0.80,1.80,0,0,0,0,1,0,4,0,-3,3.5,5.8,-2.4,-0.1,-0.1,-0.2,0,,,
896,Samuel Morin\morinsa01,23,PHI,D,5,0,0.00,0.00,0.00,0.00,0.80,1.00,0,0,0,0,1,0,4,0,-3,1.7,2.9,-1.3,-0.1,-0.1,-0.2,0,,,
897,Stephen Gionta\giontst01,35,NYI,C,5,0,0.00,0.00,0.00,0.00,0.00,0.80,0,0,0,0,0,0,6,2,-4,1.3,1.8,-0.4,-0.1,-0.1,-0.2,0,,,
898,Ryan Lindgren\lindgry01,20,NYR,D,5,0,0.00,0.00,0.00,0.00,1.60,1.60,0,0,0,0,1,0,7,0,-6,2.6,3.3,-0.7,-0.1,-0.3,-0.4,0,,,
899,Eeli Tolvanen\tolvaee01,19,NSH,RW,4,1,0.25,0.25,0.50,0.21,0.00,0.50,1,1,2,1,3,1,0,0,2,0.9,1.1,-0.2,0.2,0.1,0.3,0,,,
900,Marcus Hogberg\hogbema01,24,OTT,G,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,8,1,14,3,0,7.3,8.6,,0.0,0.0,0.3,0,,,
901,Dante Fabbro\fabbrda01,20,NSH,D,4,1,0.25,0.00,0.25,0.14,0.00,1.25,1,0,1,1,1,0,2,0,-1,1.6,2.0,-0.4,0.1,0.0,0.2,0,,,
902,Matt Beleskey\belesma01,30,NYR,LW,4,1,0.25,0.00,0.25,0.14,1.25,0.75,1,0,1,1,1,0,0,0,1,0.3,0.8,-0.5,0.1,0.1,0.2,0,,,
903,Adam Clendening\clendad01,26,CBJ,D,4,0,0.00,0.00,0.00,0.00,0.00,0.75,0,0,0,0,2,0,2,1,1,1.6,2.5,-0.9,-0.1,0.2,0.1,0,,,
904,Ben Gleason\gleasbe01,20,DAL,D,4,0,0.00,0.25,0.25,0.07,0.00,0.50,0,1,1,0,2,0,3,0,-1,2.3,2.7,-0.4,0.0,0.1,0.1,0,,,
905,Brian Lashoff\lashobr01,28,DET,D,4,0,0.00,0.25,0.25,0.07,0.50,0.50,0,1,1,0,2,0,3,0,-1,2.4,3.8,-1.4,0.0,0.0,0.1,0,,,
906,Cameron Schilling\schilca01,30,WPG,D,4,0,0.00,0.25,0.25,0.07,0.00,0.50,0,1,1,0,2,0,3,1,0,1.8,2.5,-0.7,0.0,0.1,0.1,0,,,
907,Calle Rosen\rosenca01,24,TOR,D,4,1,0.25,0.00,0.25,0.14,0.00,1.25,1,0,1,1,4,0,8,1,-3,3.5,3.0,0.5,0.1,-0.1,0.0,0,,,
908,Daniel Brickley\brickda01,23,LAK,D,4,0,0.00,0.25,0.25,0.07,0.00,0.50,0,1,1,0,2,0,4,0,-2,2.5,1.7,0.7,0.0,0.0,0.0,0,,,
909,Erik Burgdoerfer\burgder01,30,OTT,D,4,0,0.00,0.00,0.00,0.00,0.50,0.50,0,0,0,0,0,0,2,1,-1,1.2,1.2,0.0,-0.1,0.0,0.0,0,,,
910,Timothy Gettinger\gettiti01,20,NYR,LW,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,1,0,0,0.6,1.2,-0.5,-0.1,0.0,0.0,0,,,
911,Anthony Peluso\pelusan01,29,CGY,RW,4,0,0.00,0.00,0.00,0.00,1.75,0.25,0,0,0,0,0,0,1,0,-1,0.4,0.5,-0.1,0.0,0.0,-0.1,0,,,
912,Kevin Stenlund\stenlke01,22,CBJ,C,4,0,0.00,0.00,0.00,0.00,1.00,0.75,0,0,0,0,0,0,0,0,0,2.1,0.8,1.3,-0.1,0.0,-0.1,0,,,
913,Ryan Lomberg\lombery01,24,CGY,LW,4,0,0.00,0.00,0.00,0.00,4.25,0.25,0,0,0,0,0,0,0,0,0,0.6,0.8,-0.2,-0.1,0.0,-0.1,0,,,
914,Zack MacEwen\macewza01,22,VAN,C,4,0,0.00,0.25,0.25,0.07,1.25,0.50,0,1,1,0,1,0,5,0,-4,1.0,1.4,-0.3,0.0,-0.1,-0.1,0,,,
915,Dominic Turgeon\turgedo01,22,DET,C,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,6,3,-3,1.1,1.8,-0.8,-0.1,-0.1,-0.2,0,,,
916,Matt Tennyson\tennyma01,28,BUF,D,4,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,2,0,6,0,-4,1.7,2.3,-0.6,-0.1,-0.2,-0.2,0,,,
917,William Borgen\borgewi01,22,BUF,D,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,5,0,-5,3.1,3.2,-0.1,-0.1,-0.2,-0.3,0,,,
918,Brendan Gaunce\gauncbr01,24,VAN,C,3,1,0.33,0.67,1.00,0.37,0.00,0.67,1,2,3,1,4,0,1,0,3,0.8,0.8,-0.1,0.3,0.1,0.5,0,,,
919,Eddie Pasquale\pasqued01,28,TBL,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,1,12,0,0,7.7,9.0,,0.0,0.0,0.3,0,,,
920,Ryan Murphy\murphry01,25,TOT,D,3,0,0.00,0.33,0.33,0.09,0.00,0.33,0,1,1,0,2,1,0,0,1,0.5,1.7,-1.3,0.1,0.2,0.2,0,,,
921,Stefan Elliott\elliost01,28,OTT,D,3,0,0.00,0.33,0.33,0.09,0.00,1.00,0,1,1,0,2,0,1,0,1,1.7,1.4,0.3,0.1,0.1,0.2,0,,,
922,Nathan Walker\walkena01,24,WSH,C,3,0,0.00,0.33,0.33,0.09,0.67,0.67,0,1,1,0,1,0,1,1,1,0.5,0.7,-0.2,0.0,0.1,0.1,0,,,
923,Tomas Plekanec\plekato01,36,MTL,C,3,1,0.33,0.00,0.33,0.18,0.00,2.67,1,0,1,1,2,0,4,2,0,1.6,1.2,0.4,0.1,0.0,0.1,0,,,
924,Jacob Middleton\middlja01,23,SJS,D,3,0,0.00,0.33,0.33,0.09,0.67,0.00,0,1,1,0,2,0,3,0,-1,1.5,2.4,-0.9,0.1,0.0,0.0,0,,,
925,Andreas Englund\engluan01,23,OTT,D,3,0,0.00,0.00,0.00,0.00,3.33,0.67,0,0,0,0,1,0,3,0,-2,1.2,0.8,0.3,0.0,-0.1,-0.1,0,,,
926,Colton White\whiteco03,21,NJD,D,3,0,0.00,0.00,0.00,0.00,0.67,0.33,0,0,0,0,1,0,3,0,-2,1.6,2.0,-0.4,-0.1,0.0,-0.1,0,,,
927,Kevin Roy\royke01,25,ANA,C,3,0,0.00,0.00,0.00,0.00,0.00,0.67,0,0,0,0,0,0,1,0,-1,1.8,0.8,1.0,-0.1,0.0,-0.1,0,,,
928,Peter Budaj\budajpe01,36,LAK,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,0,6,2,0,2.8,2.5,,0.0,0.0,-0.1,0,,,
929,Tyler Lewington\lewinty01,24,WSH,D,2,1,0.50,0.50,1.00,0.40,3.50,1.50,1,1,2,1,3,0,0,0,3,1.7,0.9,0.9,0.3,0.3,0.5,0,,,
930,Matt Bartkowski\bartkma01,30,MIN,D,2,1,0.50,0.00,0.50,0.27,0.00,1.00,1,0,1,1,2,0,0,0,2,0.4,1.3,-0.8,0.2,0.2,0.4,0,,,
931,Alexandre Texier\texieal01,19,CBJ,C,2,1,0.50,0.00,0.50,0.28,0.00,3.00,1,0,1,1,3,0,0,0,3,1.1,0.9,0.2,0.1,0.1,0.3,0,,,
932,Jacob MacDonald\macdoja02,25,FLA,D,2,1,0.50,0.00,0.50,0.27,0.00,0.50,1,0,1,1,1,0,0,0,1,0.5,0.7,-0.2,0.2,0.1,0.3,0,,,
933,Pavel Francouz\francpa01,28,COL,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,5,2,2,0,0,2.4,2.3,,0.0,0.0,0.3,0,,,
934,Cameron Gaunce\gauncca01,28,TBL,D,2,0,0.00,0.00,0.00,0.00,3.50,1.00,0,0,0,0,3,0,0,0,3,1.6,1.4,0.2,0.0,0.3,0.2,0,,,
935,Christopher Gibson\gibsoch01,26,NYI,G,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,1,0,0,1.8,0.9,,0.0,0.0,0.2,0,,,
936,Dominic Toninato\tonindo01,24,COL,C,2,1,0.50,0.00,0.50,0.28,0.00,0.50,1,0,1,1,1,0,1,0,0,1.1,0.6,0.5,0.2,0.0,0.2,0,,,
