Rk,Player,Age,Tm,Pos,GP▼,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.
391,Brad Richardson\richabr02,33,ARI,C,66,13,0.29,0.12,0.41,0.20,0.33,1.94,19,8,27,13,43,0,46,9,6,34.3,32.4,1.9,1.8,1.8,3.7,0,,,
392,J.T. Compher\comphj.01,23,COL,LW,66,13,0.24,0.24,0.48,0.20,0.47,1.79,16,16,32,13,69,30,62,15,-8,35.2,38.2,-3.0,1.6,0.9,2.6,1,0,1,0.0
393,Jesper Fast\fastje01,27,NYR,RW,66,8,0.12,0.18,0.30,0.12,0.39,1.21,8,12,20,8,37,0,52,12,-3,36.4,39.9,-3.5,-0.1,1.1,1.1,0,,,
394,Brett Howden\howdebr01,20,NYR,C,66,8,0.09,0.26,0.35,0.12,0.21,1.12,6,17,23,8,40,6,57,8,-16,33.4,47.4,-14.0,0.2,0.6,0.7,0,,,
395,Patrice Bergeron\bergepa01,33,BOS,C,65,30,0.49,0.72,1.22,0.46,0.46,3.15,32,47,79,30,114,44,61,14,23,38.9,34.1,4.7,7.7,2.3,10.1,2,0,2,0.0
396,Kris Letang\letankr01,31,PIT,D,65,19,0.25,0.62,0.86,0.30,0.74,3.17,16,40,56,20,118,32,86,13,13,70.5,55.0,15.5,5.2,3.8,9.0,2,0,2,0.0
397,Colin Miller\milleco02,26,VEG,D,65,9,0.05,0.40,0.45,0.14,0.68,2.02,3,26,29,9,65,17,49,1,0,50.6,41.8,8.7,1.7,2.7,4.5,0,,,
398,Michael Frolik\frolimi01,30,CGY,LW,65,13,0.25,0.28,0.52,0.21,0.40,2.03,16,18,34,14,52,0,35,7,24,41.5,31.5,10.0,2.5,1.7,4.2,0,,,
399,Zach Bogosian\bogosza01,28,BUF,D,65,6,0.05,0.25,0.29,0.09,0.80,1.43,3,16,19,6,56,1,80,20,-5,50.2,58.1,-7.9,0.5,3.2,3.7,0,,,
400,Antoine Roussel\roussan01,29,VAN,LW,65,11,0.14,0.34,0.48,0.17,1.82,1.29,9,22,31,11,39,1,45,11,5,32.8,33.8,-1.0,1.6,1.3,2.9,1,0,1,0.0
401,Alex Steen\steenal01,34,STL,C,65,10,0.15,0.26,0.42,0.15,0.22,1.75,10,17,27,10,46,11,45,12,2,33.1,28.4,4.7,0.8,1.4,2.2,1,0,1,0.0
402,Colin Wilson\wilsoco01,29,COL,C,65,11,0.18,0.23,0.42,0.16,0.12,1.60,12,15,27,11,46,17,35,0,-6,28.9,32.4,-3.5,1.5,0.7,2.2,0,,,
403,Adam Erne\ernead01,23,TBL,LW,65,7,0.11,0.20,0.31,0.11,0.62,1.08,7,13,20,7,34,4,21,1,10,23.0,25.0,-2.0,0.8,1.0,1.7,0,,,
404,Par Lindholm\lindhpa01,27,TOT,C,65,4,0.02,0.18,0.20,0.06,0.28,1.00,1,12,13,4,25,0,33,13,5,19.8,21.8,-2.0,-0.6,0.8,0.2,0,,,
405,Tage Thompson\thompta01,21,BUF,C,65,5,0.11,0.08,0.18,0.08,0.31,1.66,7,5,12,5,18,2,38,0,-22,23.7,35.3,-11.5,-0.3,0.2,-0.1,3,1,2,33.3
406,John Klingberg\klingjo01,26,DAL,D,64,15,0.16,0.55,0.70,0.23,0.19,2.39,10,35,45,15,85,28,60,9,6,60.9,54.5,6.3,3.6,4.9,8.5,2,0,2,0.0
407,Torey Krug\krugto01,27,BOS,D,64,16,0.09,0.73,0.83,0.25,0.52,2.36,6,47,53,16,95,43,58,4,-2,49.6,45.0,4.6,4.2,2.8,7.1,1,0,1,0.0
408,Filip Forsberg\forsbfi01,24,NSH,C,64,21,0.44,0.34,0.78,0.34,0.41,3.39,28,22,50,21,73,14,56,4,8,51.4,44.5,6.9,4.7,1.6,6.3,4,1,3,25.0
409,Pavel Buchnevich\buchnpa01,23,NYR,LW,64,16,0.33,0.27,0.59,0.25,0.20,1.86,21,17,38,16,55,18,48,0,-10,39.3,39.3,0.0,3.2,0.8,4.0,2,0,2,0.0
410,Thomas Vanek\vanekth01,35,DET,LW,64,14,0.25,0.31,0.56,0.22,0.41,1.69,16,20,36,14,56,21,48,1,-12,25.8,33.9,-8.1,2.7,0.5,3.3,4,0,4,0.0
411,Joel Edmundson\edmunjo01,25,STL,D,64,4,0.03,0.14,0.17,0.05,1.06,1.59,2,9,11,4,52,0,62,18,8,47.7,45.2,2.5,-0.2,3.4,3.2,0,,,
412,MacKenzie Weegar\weegama01,25,FLA,D,64,5,0.06,0.17,0.23,0.08,1.00,1.23,4,11,15,5,40,2,48,7,-3,37.0,35.3,1.7,0.6,2.1,2.7,0,,,
413,Ilya Kovalchuk\kovalil01,35,LAK,LW,64,14,0.25,0.28,0.53,0.21,0.16,2.20,16,18,34,14,48,18,56,0,-26,27.0,37.7,-10.7,2.2,0.4,2.6,5,4,1,80.0
414,Nick Bjugstad\bjugsni01,26,TOT,C,64,11,0.22,0.19,0.41,0.17,0.47,2.41,14,12,26,11,43,11,27,1,6,39.9,34.4,5.4,1.3,1.3,2.6,0,,,
415,Ondrej Palat\palaton01,27,TBL,LW,64,11,0.13,0.41,0.53,0.18,0.31,1.56,8,26,34,11,63,23,36,0,4,36.9,36.4,0.6,1.5,1.0,2.5,0,,,
416,Nic Dowd\dowdni01,28,WSH,C,64,8,0.13,0.22,0.34,0.13,0.31,0.73,8,14,22,8,27,0,29,11,10,19.8,23.1,-3.3,1.1,1.0,2.1,0,,,
417,Travis Dermott\dermotr01,22,TOR,D,64,6,0.06,0.20,0.27,0.09,0.34,1.53,4,13,17,6,45,1,52,3,-5,48.1,41.9,6.2,0.8,1.3,2.1,0,,,
418,Sven Andrighetto\andrisv01,25,COL,RW,64,7,0.11,0.16,0.27,0.10,0.22,1.48,7,10,17,7,29,2,20,2,10,25.1,24.3,0.8,0.5,1.1,1.6,1,0,1,0.0
419,Brian Gibbons\gibbobr02,30,TOT,C,64,7,0.13,0.17,0.30,0.11,0.31,0.78,8,11,19,7,29,0,46,12,-5,21.9,33.2,-11.3,0.7,0.7,1.4,0,,,
420,Matthew Nieto\nietoma01,26,COL,LW,64,7,0.06,0.30,0.36,0.12,0.13,1.34,4,19,23,7,38,1,51,17,2,35.1,29.8,5.2,0.3,1.0,1.3,0,,,
421,Chandler Stephenson\stephch02,24,WSH,C,64,4,0.08,0.09,0.17,0.07,0.00,0.56,5,6,11,4,15,0,40,11,-13,21.1,28.6,-7.5,-0.6,0.2,-0.4,0,,,
422,Connor Hellebuyck\helleco01,25,WPG,G,63,1,0.00,0.05,0.05,0.01,0.06,0.00,0,3,3,1,198,47,179,40,0,124.0,131.3,,0.0,0.0,12.1,0,,,
423,P.K. Subban\subbapk01,29,NSH,D,63,11,0.14,0.35,0.49,0.17,0.95,2.67,9,22,31,11,73,16,66,13,5,51.0,54.8,-3.8,2.4,3.5,5.8,0,,,
424,Andrew Shaw\shawan01,27,MTL,C,63,18,0.30,0.44,0.75,0.28,1.13,2.14,19,28,47,18,64,7,46,6,17,42.8,39.7,3.1,3.8,1.7,5.5,0,,,
425,Tom Wilson\wilsoto01,24,WSH,RW,63,17,0.35,0.29,0.63,0.26,2.03,2.06,22,18,40,17,67,8,65,16,11,38.2,46.7,-8.5,3.0,1.5,4.4,0,,,
426,Marco Scandella\scandma01,28,BUF,D,63,5,0.10,0.11,0.21,0.08,0.41,1.32,6,7,13,5,37,0,63,13,-13,35.1,48.2,-13.1,0.5,1.8,2.4,0,,,
427,Brendan Lemieux\lemiebr01,22,TOT,LW,63,8,0.19,0.08,0.27,0.12,1.71,1.06,12,5,17,8,27,1,20,0,6,24.0,26.7,-2.7,1.3,0.9,2.2,0,,,
428,Brendan Smith\smithbr05,29,NYR,D,63,5,0.06,0.14,0.21,0.07,1.13,1.05,4,9,13,5,24,0,43,12,-7,35.8,39.1,-3.2,0.5,1.5,2.0,0,,,
429,Daniel Sprong\spronda01,21,TOT,RW,63,10,0.22,0.14,0.37,0.16,0.16,1.98,14,9,23,10,30,7,39,0,-16,28.0,32.1,-4.1,1.6,0.4,2.0,0,,,
430,Miles Wood\woodmi01,23,NJD,LW,63,9,0.16,0.22,0.38,0.15,1.44,2.52,10,14,24,9,39,9,40,0,-10,34.5,35.5,-1.0,1.1,0.8,1.9,0,,,
431,Nikolay Goldobin\goldoni01,23,VAN,LW,63,9,0.11,0.32,0.43,0.15,0.29,1.67,7,20,27,9,48,15,42,0,-10,30.2,36.1,-5.9,0.8,0.8,1.7,5,0,5,0.0
432,Kenny Agostino\agostke01,26,TOT,LW,63,8,0.10,0.29,0.38,0.13,0.54,1.25,6,18,24,8,36,8,32,1,-3,25.1,25.7,-0.7,0.8,0.9,1.6,0,,,
433,Jordan Weal\wealjo01,26,TOT,C,63,8,0.13,0.21,0.33,0.12,0.29,1.19,8,13,21,8,34,8,34,0,-8,33.1,24.0,9.1,0.5,0.7,1.2,0,,,
434,James Neal\nealja01,31,CGY,LW,63,7,0.11,0.19,0.30,0.11,0.44,2.24,7,12,19,7,39,10,34,0,-5,30.6,33.1,-2.4,-0.1,0.6,0.6,3,0,3,0.0
435,David Kampf\kampfda01,24,CHI,C,63,6,0.06,0.24,0.30,0.10,0.22,1.14,4,15,19,6,27,0,49,16,-6,26.3,32.7,-6.4,-0.2,0.5,0.4,0,,,
436,Sergei Bobrovsky\bobrose01,30,CBJ,G,62,0,0.00,0.00,0.00,0.00,0.03,0.00,0,0,0,0,184,22,152,18,0,142.5,138.9,,0.0,0.0,10.4,0,,,
437,Martin Jones\jonesma02,29,SJS,G,62,0,0.00,0.02,0.02,0.00,0.03,0.00,0,1,1,0,203,36,176,27,0,142.5,129.0,,0.0,0.0,7.0,0,,,
438,Jake Gardiner\gardija01,28,TOR,D,62,9,0.05,0.44,0.48,0.14,0.42,1.26,3,27,30,9,78,10,49,0,19,62.4,50.3,12.1,1.7,3.4,5.2,0,,,
439,Zdeno Chara\charazd01,41,BOS,D,62,5,0.08,0.15,0.23,0.08,0.92,1.60,5,9,14,5,65,3,70,30,22,48.5,42.7,5.8,0.3,4.5,4.8,0,,,
440,Nikolaj Ehlers\ehlerni01,22,WPG,LW,62,16,0.34,0.26,0.60,0.25,0.24,2.55,21,16,37,16,49,9,38,0,2,37.8,36.9,0.9,3.1,1.1,4.2,0,,,
441,Dan Girardi\girarda01,34,TBL,D,62,5,0.06,0.19,0.26,0.09,0.19,1.21,4,12,16,5,55,0,60,11,6,45.7,43.7,2.0,0.7,2.1,2.8,0,,,
442,Austin Wagner\wagneau01,21,LAK,LW,62,9,0.19,0.15,0.34,0.15,0.26,1.08,12,9,21,9,23,0,21,0,2,21.1,22.4,-1.3,1.8,0.8,2.7,0,,,
443,Derrick Pouliot\poulide01,25,VAN,D,62,4,0.05,0.15,0.19,0.07,0.48,0.94,3,9,12,4,49,3,47,0,-1,40.4,49.3,-9.0,0.2,2.5,2.7,0,,,
444,Yannick Weber\weberya01,30,NSH,D,62,3,0.03,0.10,0.13,0.04,0.29,1.08,2,6,8,3,29,0,26,3,7,31.1,30.4,0.8,0.1,2.1,2.3,0,,,
445,Carter Rowney\rowneca01,29,ANA,RW,62,7,0.11,0.21,0.32,0.12,0.19,0.85,7,13,20,7,22,0,30,8,0,24.2,29.6,-5.4,0.6,1.1,1.6,0,,,
446,Brendan Leipsic\leipsbr01,24,TOT,LW,62,8,0.11,0.26,0.37,0.13,0.39,1.48,7,16,23,8,36,11,39,0,-14,24.7,26.9,-2.3,0.7,0.6,1.3,0,,,
447,Michael Rasmussen\rasmumi01,19,DET,C,62,7,0.13,0.16,0.29,0.11,0.47,1.19,8,10,18,7,33,11,30,0,-8,22.8,25.2,-2.4,0.5,0.5,1.0,1,0,1,0.0
448,Marc-Andre Fleury\fleurma01,34,VEG,G,61,1,0.00,0.03,0.03,0.01,0.07,0.00,0,2,2,1,182,32,152,30,0,148.5,124.4,,0.0,0.0,10.3,0,,,
449,Nate Schmidt\schmina01,27,VEG,D,61,11,0.15,0.34,0.49,0.18,0.13,1.84,9,21,30,11,88,15,63,11,22,53.1,49.5,3.6,2.4,4.5,6.9,0,,,
450,Anthony DeAngelo\deangan01,23,NYR,D,61,9,0.07,0.43,0.49,0.15,1.26,1.82,4,26,30,9,71,13,53,1,6,54.5,51.8,2.7,2.0,2.9,4.9,4,2,2,50.0
451,Oscar Klefbom\klefbos01,25,EDM,D,61,9,0.08,0.38,0.46,0.15,0.26,2.74,5,23,28,9,66,21,73,17,-11,50.4,50.4,0.0,1.5,2.3,3.9,0,,,
452,Nick Holden\holdeni01,31,VEG,D,61,5,0.05,0.20,0.25,0.08,0.23,1.26,3,12,15,5,49,0,50,6,5,48.3,40.7,7.6,0.5,2.7,3.2,0,,,
453,John Moore\moorejo01,28,BOS,D,61,5,0.07,0.15,0.21,0.07,0.43,1.59,4,9,13,5,42,3,51,12,0,36.0,44.6,-8.6,0.3,2.5,2.8,0,,,
454,Pavel Zacha\zachapa01,21,NJD,C,61,10,0.21,0.20,0.41,0.17,0.25,1.62,13,12,25,10,47,13,50,10,-6,26.1,35.6,-9.5,1.2,1.1,2.3,1,1,0,100.0
455,Oscar Fantenberg\fanteos01,27,TOT,D,61,2,0.03,0.03,0.07,0.03,0.28,1.15,2,2,4,2,32,0,37,10,3,30.0,28.2,1.7,-0.6,2.5,1.9,0,,,
456,Christian Jaros\jarosch01,22,OTT,D,61,3,0.02,0.15,0.16,0.05,0.44,1.07,1,9,10,3,31,4,49,8,-14,28.4,35.4,-7.0,0.0,0.8,0.8,0,,,
457,Darren Helm\helmda01,32,DET,C/LW,61,7,0.11,0.16,0.28,0.11,0.33,1.75,7,10,17,7,28,0,64,25,-11,28.9,38.7,-9.8,-0.1,0.6,0.5,0,,,
458,Brandon Dubinsky\dubinbr01,32,CBJ,C,61,6,0.10,0.13,0.23,0.09,0.59,1.03,6,8,14,5,20,0,41,5,-16,25.0,28.9,-3.9,-0.1,0.2,0.2,0,,,
459,Frederik Andersen\anderfr01,29,TOR,G,60,0,0.00,0.02,0.02,0.00,0.03,0.00,0,1,1,0,212,36,162,33,0,141.3,141.2,,0.0,0.0,12.5,0,,,
460,Jacob Markstrom\marksja02,29,VAN,G,60,1,0.00,0.05,0.05,0.01,0.03,0.00,0,3,3,1,168,34,165,30,0,115.6,136.0,,0.0,0.0,11.1,0,,,
461,Alec Martinez\martial01,31,LAK,D,60,6,0.07,0.23,0.30,0.10,0.13,1.30,4,14,18,6,53,2,65,12,-2,43.4,46.1,-2.7,0.7,3.1,3.8,0,,,
462,Nick Ritchie\ritchni01,23,ANA,LW,60,11,0.15,0.37,0.52,0.18,1.37,1.60,9,22,31,11,50,14,32,2,6,29.0,34.4,-5.4,1.5,1.4,3.0,0,,,
463,Olli Maatta\maattol01,24,PIT,D,60,4,0.02,0.22,0.23,0.07,0.20,1.23,1,13,14,4,54,6,50,11,9,40.2,37.9,2.4,0.1,2.5,2.7,0,,,
464,Zach Sanford\sanfoza01,24,STL,LW,60,8,0.13,0.20,0.33,0.13,0.35,1.28,8,12,20,8,31,1,24,2,8,32.7,25.0,7.7,0.7,1.3,2.0,0,,,
465,Jujhar Khaira\khairju01,24,EDM,LW,60,6,0.05,0.25,0.30,0.10,0.72,1.07,3,15,18,6,26,1,47,10,-12,26.0,25.8,0.2,0.0,0.4,0.4,1,0,1,0.0
466,Christoffer Ehn\ehnch01,22,DET,C,60,3,0.05,0.10,0.15,0.05,0.10,0.82,3,6,9,3,14,0,26,6,-5,19.3,28.4,-9.1,-0.6,0.5,-0.1,0,,,
467,Jacob de La Rose\delarja01,23,DET,LW,60,3,0.05,0.10,0.15,0.05,0.27,0.92,3,6,9,3,19,0,40,8,-13,18.0,25.7,-7.7,-0.7,0.3,-0.4,0,,,
468,Ryan Kesler\keslery01,34,ANA,C,60,4,0.08,0.05,0.13,0.06,0.73,1.43,5,3,8,4,22,7,58,24,-19,25.8,42.9,-17.1,-1.4,0.6,-0.8,0,,,
469,Braden Holtby\holtbbr01,29,WSH,G,59,1,0.00,0.03,0.03,0.01,0.03,0.00,0,2,2,1,189,37,160,40,0,114.8,131.1,,0.0,0.0,10.2,0,,,
470,Josh Morrissey\morrijo04,23,WPG,D,59,10,0.10,0.42,0.53,0.17,0.24,1.61,6,25,31,10,77,15,74,22,9,46.1,49.4,-3.3,2.1,3.1,5.2,0,,,
471,Cam Fowler\fowleca01,27,ANA,D,59,8,0.08,0.31,0.39,0.13,0.34,1.49,5,18,23,8,58,18,62,8,-14,39.7,56.7,-17.1,1.2,2.5,3.6,0,,,
472,Jake McCabe\mccabja01,25,BUF,D,59,5,0.07,0.17,0.24,0.08,0.59,1.08,4,10,14,5,40,0,60,16,-4,37.7,43.5,-5.8,0.4,2.6,3.0,0,,,
473,Robert Bortuzzo\borturo01,29,STL,D,59,3,0.03,0.14,0.17,0.05,0.80,1.27,2,8,10,3,40,0,40,9,9,42.5,27.9,14.6,0.1,2.7,2.8,0,,,
474,Pontus Aberg\abergpo01,25,TOT,LW,59,10,0.20,0.22,0.42,0.17,0.34,1.71,12,13,25,10,41,12,43,0,-14,29.6,30.4,-0.8,1.3,0.7,2.0,0,,,
475,Colton Sceviour\scevico01,29,FLA,C/RW,59,5,0.08,0.17,0.25,0.09,0.25,1.97,5,10,15,5,25,1,38,12,-2,20.0,21.6,-1.6,0.0,0.8,0.8,0,,,
476,John Gibson\gibsojo02,25,ANA,G,58,0,0.00,0.00,0.00,0.00,0.03,0.00,0,0,0,0,133,22,153,37,0,103.2,137.8,,0.0,0.0,11.6,0,,,
477,Viktor Arvidsson\arvidvi01,25,NSH,LW,58,23,0.59,0.24,0.83,0.39,0.45,3.36,34,14,48,22,76,15,55,5,12,47.9,44.5,3.4,5.3,1.7,7.0,0,,,
478,Shea Weber\webersh01,33,MTL,D,58,13,0.24,0.33,0.57,0.22,0.48,2.86,14,19,33,13,69,13,57,16,15,50.2,42.1,8.2,3.0,3.7,6.8,0,,,
479,Erik Cernak\cernaer01,21,TBL,D,58,6,0.09,0.19,0.28,0.10,1.00,1.84,5,11,16,6,65,2,42,4,25,45.1,42.1,3.0,0.7,3.6,4.3,0,,,
480,Marcus Johansson\johanma03,28,TOT,C/W,58,12,0.22,0.29,0.52,0.20,0.14,1.98,13,17,30,12,47,13,50,0,-16,38.1,36.3,1.8,1.8,0.6,2.5,0,,,
481,Roope Hintz\hintzro01,22,DAL,LW,58,8,0.16,0.22,0.38,0.14,0.41,1.71,9,13,22,8,31,10,34,2,-11,30.1,28.1,2.0,0.8,0.8,1.6,2,0,2,0.0
482,Carl Hagelin\hagelca01,30,TOT,LW,58,6,0.09,0.24,0.33,0.11,0.52,1.71,5,14,19,7,37,0,42,12,7,30.4,28.5,1.9,0.0,1.2,1.2,0,,,
483,Joel Eriksson Ek\eriksjo02,22,MIN,C,58,6,0.12,0.12,0.24,0.10,0.34,1.91,7,7,14,6,26,1,42,10,-7,31.9,22.8,9.1,-0.1,0.9,0.8,0,,,
484,David Perron\perroda01,30,STL,LW,57,19,0.40,0.40,0.81,0.33,0.81,1.96,23,23,46,19,58,19,36,0,3,38.1,36.9,1.3,4.2,1.3,5.5,2,1,1,50.0
485,Jonathon Merrill\merrijo01,26,VEG,D,57,5,0.05,0.21,0.26,0.09,0.93,1.26,3,12,15,5,48,0,38,6,16,48.5,32.4,16.1,0.6,3.4,4.0,0,,,
486,Brett Kulak\kulakbr01,25,MTL,D,57,6,0.11,0.19,0.30,0.11,0.54,1.79,6,11,17,6,53,0,46,5,12,46.7,36.3,10.5,1.1,2.9,3.9,0,,,
487,Jamie Oleksiak\oleksja01,26,TOT,D,57,4,0.07,0.14,0.21,0.08,0.79,0.96,4,8,12,4,36,0,32,1,5,34.9,33.6,1.3,0.6,2.1,2.7,0,,,
488,Mike Reilly\reillmi01,25,MTL,D,57,4,0.05,0.14,0.19,0.07,0.28,1.77,3,8,11,4,47,3,47,3,0,44.6,41.7,2.9,0.1,2.0,2.1,0,,,
489,Joel Armia\armiajo01,25,MTL,RW,57,10,0.23,0.18,0.40,0.17,0.25,2.35,13,10,23,10,39,10,37,8,0,34.4,27.1,7.3,1.1,0.9,2.0,1,1,0,100.0
490,Dmitry Kulikov\kulikdm01,28,WPG,D,57,2,0.00,0.11,0.11,0.03,0.82,0.70,0,6,6,2,36,0,37,5,4,32.6,38.1,-5.4,-0.5,1.9,1.4,0,,,
491,Dan Hamhuis\hamhuda01,36,NSH,D,57,1,0.00,0.09,0.09,0.02,0.49,0.68,0,5,5,1,27,0,36,7,-2,30.7,34.2,-3.5,-0.6,1.8,1.2,0,,,
492,Drew Stafford\staffdr01,33,NJD,RW,57,5,0.09,0.14,0.23,0.09,0.32,1.35,5,8,13,5,25,5,27,0,-7,24.6,25.5,-0.9,-0.1,0.7,0.6,6,2,4,33.3
493,Jay Beagle\beaglja01,33,VAN,RW/C,57,4,0.05,0.18,0.23,0.08,0.32,0.79,3,10,13,4,22,0,47,17,-8,20.4,28.2,-7.9,-0.5,0.7,0.1,0,,,
494,Valeri Nichushkin\nichuva01,23,DAL,RW,57,3,0.00,0.18,0.18,0.05,0.00,1.14,0,10,10,3,23,2,26,1,-4,24.8,23.2,1.6,-0.9,0.8,-0.1,0,,,
495,Pekka Rinne\rinnepe01,36,NSH,G,56,0,0.00,0.00,0.00,0.00,0.07,0.00,0,0,0,0,139,23,129,29,0,122.5,116.6,,0.0,0.0,10.1,0,,,
496,Alexander Edler\edleral01,32,VAN,D,56,12,0.18,0.43,0.61,0.22,0.96,2.29,10,24,34,12,74,24,61,14,3,39.4,41.6,-2.1,2.8,3.6,6.4,1,0,1,0.0
497,Ryan Murray\murrary01,25,CBJ,D,56,8,0.02,0.50,0.52,0.15,0.18,1.27,1,28,29,8,69,1,61,13,20,50.2,46.4,3.8,1.6,4.1,5.7,0,,,
498,Paul Byron\byronpa01,29,MTL,C/LW,56,12,0.27,0.29,0.55,0.22,0.30,1.68,15,16,31,13,48,6,36,10,16,33.1,26.5,6.6,2.3,1.4,3.8,1,1,0,100.0
499,Ryan Donato\donatry01,22,TOT,C,56,9,0.18,0.27,0.45,0.17,0.11,2.48,10,15,25,10,41,20,36,0,-15,27.7,24.1,3.5,1.4,0.4,1.8,0,,,
500,Maxime Lajoie\lajoima01,21,OTT,D,56,6,0.13,0.14,0.27,0.11,0.36,1.41,7,8,15,6,35,10,64,14,-25,29.5,39.1,-9.6,0.9,0.4,1.2,0,,,
501,Derek Grant\grantde01,28,TOT,C,56,5,0.07,0.18,0.25,0.09,0.25,1.32,4,10,14,5,23,0,37,8,-6,23.4,25.1,-1.7,0.0,0.6,0.6,0,,,
502,Adam Gaudette\gaudead01,22,VAN,C,56,5,0.09,0.13,0.21,0.08,0.32,0.98,5,7,12,5,24,7,25,0,-8,16.4,26.1,-9.6,0.0,0.5,0.5,0,,,
503,J.T. Brown\brownjt01,28,MIN,RW,56,3,0.05,0.09,0.14,0.05,0.52,1.00,3,5,8,3,17,0,19,2,0,18.6,14.9,3.7,-0.3,0.7,0.4,0,,,
504,Chris Kunitz\kunitch01,39,CHI,LW,56,4,0.09,0.09,0.18,0.07,0.41,0.79,5,5,10,4,15,0,23,1,-7,17.2,22.3,-5.1,0.1,0.2,0.2,0,,,
505,Darcy Kuemper\kuempda01,28,ARI,G,55,1,0.00,0.04,0.04,0.01,0.25,0.00,0,2,2,1,135,28,126,20,0,108.3,116.1,,0.0,0.0,12.0,0,,,
506,Jimmy Howard\howarja02,34,DET,G,55,0,0.00,0.02,0.02,0.00,0.04,0.00,0,1,1,0,139,25,155,41,0,104.8,125.6,,0.0,0.0,9.3,0,,,
507,Mikko Koskinen\koskimi01,30,EDM,G,55,1,0.00,0.04,0.04,0.01,0.04,0.00,0,2,2,1,140,29,146,32,0,97.9,108.6,,0.0,0.0,8.0,0,,,
508,Chris Tanev\tanevch01,29,VAN,D,55,4,0.04,0.18,0.22,0.07,0.33,0.93,2,10,12,4,40,0,62,25,3,33.3,38.5,-5.2,0.1,2.9,3.0,0,,,
509,Vincent Trocheck\trochvi01,25,FLA,C,55,12,0.18,0.44,0.62,0.21,0.98,2.87,10,24,34,12,59,20,62,14,-9,39.2,38.1,1.1,1.4,0.9,2.3,5,2,3,40.0
510,Oscar Lindberg\lindbos02,27,TOT,C,55,8,0.16,0.20,0.36,0.14,0.51,1.65,9,11,20,8,34,3,28,1,4,25.7,29.2,-3.5,1.0,0.9,2.0,0,,,
511,Drake Caggiula\caggidr01,24,TOT,LW,55,9,0.22,0.20,0.42,0.17,0.51,1.75,12,11,23,10,39,0,52,8,-5,33.5,38.9,-5.4,1.3,0.6,1.9,0,,,
512,Kyle Turris\turriky01,29,NSH,C,55,8,0.13,0.29,0.42,0.15,0.60,1.42,7,16,23,8,35,8,33,0,-6,33.0,31.3,1.8,0.7,0.7,1.4,5,1,4,20.0
513,Gabriel Bourque\bourqga01,28,COL,LW,55,3,0.04,0.11,0.15,0.05,0.18,0.62,2,6,8,3,17,0,32,18,3,13.2,18.4,-5.2,-0.5,0.7,0.2,0,,,
514,Frederick Gaudreau\gaudrfr01,25,NSH,C,55,2,0.05,0.02,0.07,0.04,0.04,0.78,3,1,4,2,13,0,12,0,1,23.0,14.3,8.7,-0.7,0.6,-0.1,0,,,
515,Charlie McAvoy\mcavoch01,21,BOS,D,54,9,0.13,0.39,0.52,0.17,0.83,1.46,7,21,28,10,73,6,56,3,14,48.4,41.8,6.7,2.0,3.7,5.7,1,0,1,0.0
516,Taylor Fedun\fedunta01,30,DAL,D,54,4,0.07,0.13,0.20,0.08,0.26,1.59,4,7,11,4,25,3,23,3,2,31.2,23.9,7.3,0.6,2.3,2.9,0,,,
517,William Nylander\nylanwi01,22,TOR,C,54,9,0.13,0.37,0.50,0.17,0.30,2.41,7,20,27,9,43,10,38,1,-4,43.0,31.2,11.8,1.1,0.6,1.6,1,0,1,0.0
518,Austin Czarnik\czarnau01,26,CGY,C,54,6,0.11,0.22,0.33,0.12,0.15,1.20,6,12,18,7,26,3,25,1,-1,24.4,20.0,4.4,0.7,0.5,1.2,0,,,
519,William Carrier\carriwi01,24,VEG,LW,54,5,0.15,0.02,0.17,0.09,0.54,1.57,8,1,9,5,14,0,18,0,-4,26.6,21.1,5.6,0.3,0.5,0.7,0,,,
520,Devante Smith-Pelly\smithde06,26,WSH,RW,54,3,0.07,0.07,0.15,0.06,0.28,1.11,4,4,8,3,14,0,32,11,-6,17.5,19.9,-2.5,-0.4,0.3,-0.1,0,,,
521,John Hayden\haydejo01,23,CHI,C,54,2,0.06,0.04,0.09,0.04,0.50,0.78,3,2,5,2,14,2,28,4,-12,16.3,21.3,-5.0,-0.6,0.0,-0.6,0,,,
522,Andrei Vasilevskiy\vasilan02,24,TBL,G,53,1,0.00,0.06,0.06,0.02,0.11,0.00,0,3,3,1,197,45,128,24,0,118.0,115.4,,0.0,0.0,12.4,0,,,
523,Erik Karlsson\karlser01,28,SJS,D,53,13,0.06,0.79,0.85,0.24,0.42,3.19,3,42,45,13,95,28,71,11,6,57.8,45.1,12.8,3.2,2.8,6.0,0,,,
524,Jakob Chychrun\chychja01,20,ARI,D,53,7,0.09,0.28,0.38,0.13,0.53,2.21,5,15,20,7,46,18,40,0,-12,38.8,35.3,3.5,1.3,2.1,3.4,0,,,
525,Mirco Mueller\muellmi01,23,NJD,D,53,3,0.02,0.19,0.21,0.06,0.32,0.74,1,10,11,3,32,0,41,6,-3,35.2,35.2,0.0,0.1,2.2,2.2,0,,,
526,Brooks Orpik\orpikbr01,38,WSH,D,53,3,0.04,0.13,0.17,0.06,0.60,0.81,2,7,9,3,42,0,54,20,8,27.7,30.5,-2.8,0.1,1.9,2.0,0,,,
