Rk,Player,Tm,Pos,Shift,GP▼,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60
510,Colby Cave\caveco01,TOT,C,0:39,53,,10:53,-5.4,2.3,2.6,,0:27,-1.2,0.0,0.0,,0:57,-7.9,0.0,4.9
511,Erik Karlsson\karlser01,SJS,D,1:08,53,,19:32,7.6,3.9,3.2,,3:06,-0.9,10.2,1.8,,1:50,3.7,0.6,6.2
512,Igor Ozhiganov\ozhigig01,TOR,D,0:46,53,,13:55,3.0,2.5,2.5,,0:01,11.1,0.0,0.0,,0:04,-13.5,0.0,0.0
513,Jakob Chychrun\chychja01,ARI,D,0:46,53,,17:39,2.8,1.8,2.3,,2:32,6.4,8.1,2.2,,0:03,-16.3,0.0,0.0
514,Mark Borowiecki\borowma01,OTT,D,0:40,53,,14:04,-4.1,2.2,3.1,,0:01,,0.0,0.0,,1:28,-0.7,0.0,10.8
515,Mirco Mueller\muellmi01,NJD,D,0:46,53,,16:23,0.7,2.1,2.5,,0:06,-3.4,0.0,0.0,,1:33,8.0,1.9,3.7
516,Rocco Grimaldi\grimaro01,NSH,C,0:45,53,,9:57,6.8,1.6,1.8,,0:01,14.4,0.0,0.0,,0:01,-15.7,0.0,0.0
517,Travis Boyd\boydtr01,WSH,C,0:32,53,,8:59,-1.3,3.3,2.5,,0:15,-5.9,8.6,0.0,,0:34,-8.4,0.0,15.8
518,Connor Murphy\murphco02,CHI,D,0:43,52,,17:22,-0.4,3.1,2.5,,0:01,10.6,0.0,0.0,,2:05,2.1,1.1,11.0
519,Danny DeKeyser\dekeyda01,DET,D,1:01,52,,19:13,0.8,3.0,2.9,,0:13,-43.4,0.0,4.6,,2:30,-1.2,0.0,10.6
520,Dennis Cholowski\cholode01,DET,D,0:42,52,,15:35,1.3,2.1,3.4,,2:27,0.0,7.6,1.4,,0:12,8.0,0.0,5.3
521,Jonathan Ericsson\ericsjo01,DET,D,0:42,52,,14:52,-4.9,1.8,2.8,,0:00,,0.0,0.0,,2:19,-0.7,1.5,7.0
522,Mario Kempe\kempema01,ARI,C,0:33,52,,10:25,-2.1,2.0,1.6,,0:02,-36.1,0.0,0.0,,0:43,0.7,0.0,4.4
523,Ryan Callahan\callary01,TBL,RW,0:40,52,,10:00,-4.7,2.9,2.2,,0:06,-15.3,10.2,0.0,,1:01,1.0,1.1,7.9
524,Ryan Spooner\spoonry01,TOT,C,0:33,52,,10:18,5.1,0.8,2.1,,1:06,-22.7,0.0,3.7,,0:00,,0.0,0.0
525,Ben Harpur\harpube01,OTT,D,0:41,51,,15:08,-5.4,2.1,3.1,,0:01,23.4,0.0,0.0,,2:27,-0.3,0.0,6.2
526,Brett Seney\seneybr01,NJD,LW,0:41,51,,10:06,-6.6,1.9,3.5,,0:10,-12.5,7.0,0.0,,0:02,6.3,0.0,0.0
527,Dale Weise\weiseda01,TOT,RW,0:28,51,,10:22,-7.3,0.7,2.0,,0:06,,0.0,0.0,,1:17,-13.8,0.0,0.0
528,Jesper Bratt\brattje01,NJD,W,1:00,51,,12:50,0.4,2.8,3.3,,2:10,-3.4,6.0,1.1,,0:10,-13.1,0.0,0.0
529,Tyler Ennis\ennisty01,TOR,C,0:33,51,,8:19,-5.3,2.1,2.6,,1:36,-3.8,4.9,2.1,,0:00,,,
530,Adam McQuaid\mcquaad01,TOT,D,0:39,50,,14:02,-7.2,1.6,2.0,,0:00,,0.0,0.0,,1:43,-5.9,0.0,0.0
531,Denis Malgin\malgide01,FLA,C,0:43,50,,11:50,1.7,2.1,3.1,,0:30,-1.5,2.5,0.0,,0:32,-3.1,0.0,2.1
532,Garrett Wilson\wilsoga01,PIT,LW,0:53,50,,6:59,-3.4,2.1,1.7,,0:00,,0.0,0.0,,0:36,-6.7,0.0,8.2
533,Henrik Borgström\borgshe01,FLA,C,0:44,50,,10:52,-1.0,2.2,3.5,,1:06,2.4,9.7,2.2,,0:01,,0.0,0.0
534,Jordan Staal\staaljo01,CAR,C,0:45,50,,14:39,4.5,2.9,2.6,,1:49,1.6,4.6,0.0,,1:48,-1.9,1.3,6.6
535,Kevin Connauton\connake01,ARI,D,0:33,50,,15:28,-5.2,2.1,2.8,,0:06,-21.2,0.0,0.0,,2:45,1.3,3.0,6.1
536,Kiefer Sherwood\sherwki01,ANA,RW,0:34,50,,10:58,-1.5,2.3,2.2,,0:07,-4.5,0.0,0.0,,0:16,1.2,0.0,4.4
537,Madison Bowey\boweyma01,TOT,D,0:41,50,,14:15,-2.9,2.5,3.4,,0:02,-16.5,102.9,102.9,,0:57,-3.0,0.0,9.4
538,Paul Stastny\stastpa01,VEG,C,0:46,50,,14:58,3.0,3.9,2.8,,2:02,0.0,5.1,1.1,,1:05,-5.4,2.2,9.9
539,Sami Vatanen\vatansa01,NJD,D,0:47,50,,17:33,0.0,2.6,3.8,,2:15,2.0,3.9,0.0,,1:54,-9.9,0.0,5.9
540,Ty Rattie\rattity01,EDM,RW,0:45,50,,10:27,0.0,2.0,2.1,,0:53,2.5,6.8,1.4,,0:00,,0.0,0.0
541,Jacob Larsson\larssja01,ANA,D,0:33,49,,15:50,-0.1,2.0,2.3,,0:02,15.8,0.0,0.0,,1:14,4.5,0.0,6.9
542,Luke Kunin\kuninlu01,MIN,C,0:38,49,,13:09,-4.8,2.6,3.4,,1:16,-14.5,1.7,0.8,,1:26,-5.3,0.0,6.9
543,Victor Rask\raskvi01,TOT,C,0:32,49,,10:32,-6.0,1.6,1.8,,1:31,-5.9,5.0,2.5,,0:02,14.7,0.0,0.0
544,Devon Toews\toewsde01,NYI,D,0:59,48,,16:03,6.6,2.3,1.7,,1:46,-2.2,3.9,0.0,,0:04,91.8,0.0,0.0
545,Mats Zuccarello\zuccama01,TOT,LW,0:47,48,,15:20,8.0,7.3,0.0,,2:59,-13.3,8.1,0.0,,1:30,,,
546,Mikko Koivu\koivumi01,MIN,C,0:37,48,,14:19,1.8,2.4,2.6,,2:21,-0.5,7.5,0.5,,1:36,-2.6,0.8,7.8
547,Nathan Beaulieu\beaulna01,TOT,D,0:55,48,,14:38,4.1,3.0,2.8,,0:14,-3.3,5.9,0.0,,0:37,7.4,0.0,4.9
548,Nicolas Deslauriers\deslani01,MTL,LW,0:39,48,,9:37,-3.8,1.2,2.9,,0:01,14.1,0.0,0.0,,0:23,9.1,3.2,19.4
549,Andrew MacDonald\macdoan01,PHI,D,0:40,47,,14:24,-0.3,2.7,3.3,,0:04,14.1,21.7,0.0,,1:54,-4.4,1.3,6.7
550,Anton Stralman\stralan01,TBL,D,0:47,47,,17:29,-4.1,3.4,2.6,,0:06,-36.7,10.8,0.0,,2:55,-3.9,0.4,6.2
551,Conor Garland\garlaco01,ARI,RW,0:36,47,,10:23,5.7,2.0,1.5,,2:23,3.5,7.5,1.6,,0:00,,,
552,Lukas Sedlak\sedlalu01,CBJ,C,0:43,47,,8:21,0.6,1.8,2.6,,0:03,11.1,0.0,0.0,,0:34,2.1,0.0,6.6
553,Phil Varone\varonph01,PHI,C,0:35,47,,7:49,-3.3,2.0,2.3,,0:02,-9.9,0.0,0.0,,0:02,-13.4,0.0,0.0
554,Tim Schaller\schalti01,VAN,LW,0:23,47,,9:18,-2.1,2.4,2.6,,0:01,,0.0,0.0,,1:20,-0.7,0.0,8.1
555,Tyler Pitlick\pitlity01,DAL,C,0:44,47,,11:53,-0.6,1.9,2.3,,0:41,1.8,5.6,0.0,,0:48,-5.1,1.6,7.8
556,Filip Hronek\hronefi01,DET,D,0:38,46,,17:06,4.0,2.3,3.0,,1:40,-2.3,7.0,0.8,,1:10,4.6,2.2,10.1
557,Jesse Puljujarvi\puljuje01,EDM,RW,0:47,46,,11:28,-2.7,1.6,3.1,,0:26,-2.0,5.8,2.9,,0:01,-14.6,0.0,0.0
558,Christian Djoos\djoosch01,WSH,D,0:49,45,,13:28,2.0,2.8,1.9,,0:04,-10.2,0.0,0.0,,0:01,-15.4,0.0,110.8
559,Christian Folin\folinch01,TOT,D,0:48,45,,14:38,-5.6,2.9,2.7,,0:01,,0.0,0.0,,0:59,2.0,0.0,9.7
560,Andrew Mangiapane\mangian01,CGY,LW,0:42,44,,10:01,0.0,3.0,1.5,,0:27,2.4,0.0,0.0,,0:03,-15.2,0.0,0.0
561,Joakim Ryan\ryanjo02,SJS,D,0:48,44,,12:29,-0.7,3.2,3.4,,0:02,,0.0,0.0,,0:15,52.2,4.3,4.3
562,Markus Hannikainen\hannima01,CBJ,LW,0:29,44,,9:15,0.6,1.5,2.2,,0:03,16.1,0.0,0.0,,0:09,21.0,0.0,0.0
563,Matt Irwin\irwinma01,NSH,D,0:57,44,,11:04,1.6,2.5,1.8,,0:00,,0.0,0.0,,0:13,4.7,0.0,6.2
564,Trevor Daley\daleytr01,DET,D,0:48,44,,15:51,-7.1,2.6,3.1,,0:05,-36.1,0.0,0.0,,2:36,-5.4,1.6,8.4
565,Trevor Lewis\lewistr01,LAK,C,0:46,44,,12:28,3.1,2.0,3.0,,0:05,-16.4,0.0,0.0,,1:26,-6.3,0.0,8.5
566,Boo Nieves\nievecr01,NYR,C,0:52,43,,9:03,-7.7,2.0,2.6,,0:01,-35.7,0.0,0.0,,0:33,8.8,0.0,7.5
567,Gustav Forsling\forslgu02,CHI,D,0:44,43,,15:46,-0.3,1.7,2.6,,0:12,-2.2,6.5,0.0,,1:05,2.1,1.3,10.3
568,Michael Amadio\amadimi01,LAK,C,0:51,43,,9:33,2.0,3.1,3.1,,0:38,8.9,2.2,2.2,,0:00,,0.0,0.0
569,Micheal Haley\haleymi01,TOT,C,0:31,43,,8:02,-1.5,2.0,2.7,,0:02,16.7,0.0,0.0,,0:00,-14.4,0.0,0.0
570,Mike Green\greenmi03,DET,D,0:37,43,,19:32,1.5,3.0,2.9,,1:57,6.9,3.6,1.4,,0:10,-15.5,0.0,22.8
571,Zach Aston-Reese\astonza01,PIT,C,0:45,43,,11:38,-2.3,2.9,1.7,,0:06,-18.5,0.0,0.0,,1:54,-6.0,1.5,6.7
572,Brad Hunt\huntbr01,TOT,D,0:52,42,,12:28,5.4,1.3,2.1,,2:24,2.7,6.7,0.0,,0:00,,,
573,Dustin Byfuglien\byfugdu01,WPG,D,0:57,42,,19:29,3.0,2.9,2.3,,3:03,4.0,10.3,1.4,,1:48,5.1,0.8,6.3
574,Jayce Hawryluk\hawryja01,FLA,C,0:34,42,,9:17,1.2,2.3,3.5,,0:08,-4.5,11.3,0.0,,0:00,,,
575,Lias Andersson\anderli01,NYR,C,0:32,42,,10:00,-3.1,1.3,3.3,,0:03,,0.0,0.0,,0:39,1.5,2.2,2.2
576,Michael Del Zotto\delzomi01,TOT,D,0:41,42,,15:14,-1.3,1.9,2.8,,0:05,,0.0,0.0,,1:42,2.8,0.0,7.0
577,Alex Biega\biegaal01,VAN,D,0:49,41,,16:54,2.6,2.8,2.8,,0:04,-12.2,17.9,0.0,,0:41,5.9,0.0,2.1
578,Greg McKegg\mckeggr01,CAR,C,0:24,41,,10:30,-4.4,2.2,2.5,,0:06,-9.5,0.0,0.0,,0:02,-12.7,0.0,0.0
579,Ilya Lyubushkin\lyubuil01,ARI,D,0:42,41,,13:27,-2.6,1.8,2.6,,0:02,15.3,0.0,0.0,,0:14,8.3,0.0,4.2
580,Joseph Morrow\morrojo02,WPG,D,0:49,41,,13:43,-5.4,3.1,3.2,,0:00,,0.0,0.0,,0:12,0.5,0.0,0.0
581,Kevin Rooney\rooneke01,NJD,C,0:28,41,,10:39,-2.0,2.1,2.8,,0:01,19.7,0.0,0.0,,1:54,-0.5,0.7,4.4
582,Michael Grabner\grabnmi01,ARI,RW,0:31,41,,11:56,-3.5,1.5,2.9,,0:05,-28.8,0.0,0.0,,2:21,3.2,6.2,2.5
583,Radim Simek\simekra01,SJS,D,0:40,41,,14:19,1.4,3.1,2.6,,0:02,-20.6,0.0,0.0,,0:50,7.7,1.4,5.8
584,Stefan Noesen\noesest01,NJD,RW,0:34,41,,12:01,-2.7,1.6,3.8,,0:41,-11.4,1.8,1.8,,0:01,-17.6,0.0,0.0
585,Juho Lammikko\lammiju01,FLA,RW,0:35,40,,9:07,-4.9,1.3,2.6,,0:04,-23.1,0.0,0.0,,1:43,4.2,0.9,6.9
586,Nick Schmaltz\schmani01,TOT,C,0:45,40,,14:26,-2.6,2.5,4.4,,3:03,10.8,10.1,0.0,,0:19,,,
587,Sheldon Dries\driessh01,COL,C,0:40,40,,8:01,-6.7,1.7,3.2,,0:04,11.5,0.0,0.0,,0:58,7.8,1.5,9.2
588,Thomas Hickey\hicketh01,NYI,D,0:43,40,,16:10,1.7,2.3,2.1,,0:04,11.9,0.0,0.0,,2:15,-0.3,2.7,9.3
589,Brandon Manning\mannibr01,TOT,D,0:35,39,,13:00,-5.7,1.8,4.3,,0:02,-87.3,0.0,0.0,,1:46,8.3,1.0,12.6
590,Jean-Gabriel Pageau\pageaje01,OTT,C,0:42,39,,14:56,0.0,1.6,2.8,,0:54,8.3,3.4,1.7,,1:59,-0.7,0.0,4.6
591,Kevan Miller\milleke03,BOS,D,0:47,39,,15:54,-3.3,2.4,1.7,,0:03,20.3,0.0,0.0,,1:46,0.7,0.9,7.8
592,Matthew Peca\pecama01,MTL,C,0:42,39,,9:14,-10.2,1.2,3.7,,0:02,14.8,0.0,0.0,,1:14,-5.0,1.2,4.9
593,Sean Walker\walkese01,LAK,D,0:31,39,,15:12,3.6,2.5,3.3,,0:08,-11.8,11.3,0.0,,0:05,-11.0,0.0,0.0
594,Steven Santini\santist01,NJD,D,1:16,39,,15:46,-5.2,1.8,2.4,,0:04,18.1,0.0,0.0,,0:48,-0.5,1.9,1.9
595,Carl Dahlstrom\dahlsca01,CHI,D,0:34,38,,16:42,-2.1,3.7,3.0,,0:01,12.5,0.0,0.0,,1:53,1.1,1.7,8.4
596,Casey Nelson\nelsoca01,BUF,D,0:46,38,,14:14,2.3,2.3,2.2,,0:00,12.3,0.0,0.0,,1:08,-1.7,0.0,6.9
597,Cody McLeod\mcleoco01,TOT,LW,0:39,38,,6:28,-4.1,0.0,5.1,,0:00,,,,,0:00,,,
598,Henri Jokiharju\jokihhe01,CHI,D,0:41,38,,17:10,5.4,2.9,3.4,,0:59,-5.2,6.3,1.6,,0:48,-4.1,0.0,5.7
599,Oliver Kylington\kylinol01,CGY,D,0:34,38,,12:21,-4.5,1.9,1.5,,0:02,15.4,0.0,0.0,,0:01,14.9,0.0,0.0
600,Austin Watson\watsoau01,NSH,LW,0:29,37,,12:42,-9.4,3.4,1.9,,0:04,-30.5,23.2,23.2,,1:42,-7.3,0.0,9.4
601,Dmitrij Jaskin\jaskidm01,WSH,RW,0:44,37,,9:49,3.9,2.1,3.1,,0:01,14.2,0.0,0.0,,0:14,2.7,0.0,6.9
602,Fredrik Claesson\claesfr01,NYR,D,0:42,37,,15:39,3.0,2.0,2.0,,0:00,-85.9,0.0,0.0,,1:34,11.4,2.0,9.2
603,Jan Rutta\ruttaja02,TOT,D,0:35,37,,14:27,-3.1,3.0,3.0,,0:02,14.8,0.0,0.0,,1:05,-6.0,0.0,6.9
604,Josh Brown\brownjo01,FLA,D,0:41,37,,12:27,0.5,1.6,2.0,,0:01,-35.3,0.0,0.0,,0:49,-1.6,0.0,5.8
605,Juuso Riikola\riikoju01,PIT,D,0:46,37,,15:35,-3.3,2.3,2.0,,1:00,6.1,5.0,0.0,,0:04,53.9,0.0,0.0
606,Miikka Salomaki\salommi01,NSH,RW,0:42,37,,10:18,-2.3,2.2,1.4,,0:01,-20.0,0.0,0.0,,0:06,-4.1,0.0,12.6
607,Tim Heed\heedti01,SJS,D,0:39,37,,12:57,-2.0,3.8,2.4,,1:22,-8.4,7.0,2.3,,0:01,87.5,0.0,0.0
608,Tom Pyatt\pyattto01,OTT,C,0:55,37,,9:54,-10.0,0.8,3.6,,0:01,-79.9,0.0,0.0,,1:46,-8.5,0.9,8.2
609,Anthony Bitetto\bitetan01,TOT,D,0:48,36,,11:46,-1.0,1.3,3.3,,0:02,10.0,0.0,0.0,,0:06,-12.8,0.0,0.0
610,Kevin Gravel\graveke01,EDM,D,0:38,36,,13:05,0.7,2.0,2.4,,0:00,11.4,0.0,0.0,,1:36,0.9,1.0,5.2
611,Lukas Radil\radillu01,SJS,C,0:35,36,,10:39,1.1,2.9,1.7,,0:01,,0.0,0.0,,0:00,,,
612,Mason Appleton\applema01,WPG,C,0:46,36,,7:55,0.2,3.6,1.7,,0:02,16.8,0.0,0.0,,0:14,-12.6,0.0,7.0
613,Rudolfs Balcers\balceru01,OTT,LW,0:35,36,,10:41,-2.9,1.9,2.7,,1:26,-3.6,8.1,2.3,,0:13,10.7,0.0,7.4
614,Tom Kuhnhackl\kuhnhto01,NYI,RW,0:33,36,,11:35,-4.4,2.2,2.3,,0:04,15.3,10.3,0.0,,1:00,-3.4,3.4,8.5
615,Alexander Petrovic\petroal01,TOT,D,0:44,35,,15:04,-5.1,0.5,4.0,,0:09,8.5,0.0,0.0,,1:17,6.9,0.0,0.0
616,Jason Demers\demerja01,ARI,D,0:42,35,,17:40,-0.5,2.1,1.6,,0:24,0.1,8.4,0.0,,1:54,-3.1,1.8,4.5
617,Steven Kampfer\kampfst01,BOS,D,0:42,35,,13:05,-0.1,2.0,2.8,,0:55,-10.4,3.7,0.0,,0:36,-4.6,0.0,11.1
618,Connor Carrick\carrico01,TOT,D,0:54,34,,15:31,-3.1,1.4,3.9,,0:51,10.1,0.0,0.0,,0:24,-0.2,0.0,0.0
619,Joey Anderson\anderjo08,NJD,RW,0:39,34,,11:25,1.6,1.7,3.0,,0:12,-18.8,0.0,0.0,,1:16,2.2,1.2,0.0
620,Luke Witkowski\witkolu01,DET,D,0:43,34,,8:57,-0.5,2.4,3.3,,0:01,16.0,0.0,0.0,,0:37,-3.8,0.0,5.7
621,Saku Maenalanen\maenasa01,CAR,RW,0:32,34,,9:00,-5.3,2.5,2.5,,0:05,-3.5,0.0,0.0,,0:20,-3.0,0.0,5.1
622,Dylan Sikura\sikurdy01,CHI,C,0:44,33,,11:16,7.6,2.7,2.4,,0:00,9.3,138.5,0.0,,0:00,,,
623,Lawrence Pilut\pilutla01,BUF,D,0:35,33,,16:30,2.5,2.3,3.2,,0:36,4.5,3.1,0.0,,0:18,-4.6,0.0,0.0
624,Matt Luff\luffma01,LAK,RW,0:32,33,,10:35,-4.6,2.4,2.4,,0:31,-10.3,7.0,7.0,,0:00,,,
625,Paul Ladue\laduepa01,LAK,D,0:44,33,,13:03,2.2,2.2,2.2,,0:03,18.5,0.0,0.0,,0:06,8.3,0.0,34.0
626,Taylor Hall\hallta02,NJD,LW,0:45,33,,16:14,6.5,3.8,4.0,,3:23,-0.6,7.6,2.0,,0:02,32.7,0.0,0.0
627,Bogdan Kiselevich\kiselbo01,FLA,D,0:46,32,,14:01,0.9,1.9,2.3,,0:00,,0.0,0.0,,0:49,14.3,0.0,2.3
628,Charles Hudon\hudonch01,MTL,LW,0:46,32,,10:04,-7.0,1.7,3.2,,1:35,3.6,2.4,0.0,,0:00,,,
629,Mathew Dumba\dumbama01,MIN,D,0:47,32,,19:06,2.2,2.6,3.1,,2:43,-0.8,11.0,1.4,,1:32,8.2,3.6,8.5
630,Michael Chaput\chapumi01,MTL,C,0:42,32,,9:13,-4.2,1.8,2.8,,0:01,,0.0,0.0,,1:58,-4.7,0.9,7.6
631,Robby Fabbri\fabbrro01,STL,C,0:39,32,,11:44,-7.2,2.6,2.9,,0:53,-9.4,6.3,4.2,,0:01,-13.7,0.0,0.0
632,Sam Gagner\gagnesa01,TOT,C,0:38,32,,13:08,5.6,2.7,3.0,,1:25,-0.5,2.6,2.6,,0:01,,,
633,Sammy Blais\blaissa01,STL,LW,0:39,32,,9:39,-0.5,1.9,2.1,,0:11,-1.8,19.3,0.0,,0:00,,,
634,Troy Terry\terrytr01,ANA,C/RW,0:38,32,,12:01,1.1,2.5,1.1,,1:52,6.4,10.7,1.0,,0:02,-10.5,0.0,0.0
635,Brandon Pirri\pirribr01,VEG,C,0:49,31,,12:27,3.5,3.5,2.4,,1:59,-3.7,4.5,0.9,,0:00,,,
636,Corey Perry\perryco01,ANA,RW,0:46,31,,12:59,-2.1,1.2,3.1,,1:49,-5.6,5.3,3.2,,0:00,,0.0,0.0
637,Dryden Hunt\huntdr01,FLA,LW,0:31,31,,10:58,-1.3,2.6,2.6,,0:03,-25.1,21.6,0.0,,0:00,,,
638,Slater Koekkoek\koekksl01,TOT,D,0:42,31,,14:27,3.5,3.9,3.2,,0:03,,0.0,0.0,,1:18,-12.5,0.0,11.0
639,Christian Wolanin\wolanch01,OTT,D,0:32,30,,15:23,2.5,3.9,3.2,,1:52,-4.6,6.4,2.1,,0:03,84.5,0.0,0.0
640,Martin Frk\frkma01,DET,RW,0:44,30,,8:07,-2.0,1.7,3.4,,1:03,-1.2,5.7,5.7,,0:00,,,
641,Max Jones\jonesma03,ANA,LW,0:39,30,,11:45,2.0,1.9,1.9,,0:38,-5.9,6.2,3.1,,0:45,11.0,0.0,0.0
642,Ondrej Kase\kaseon01,ANA,RW,0:38,30,,13:26,10.2,3.4,3.0,,2:11,-2.2,3.6,2.7,,0:01,16.5,0.0,0.0
643,Sami Niku\nikusa01,WPG,D,0:34,30,,13:46,-2.4,2.2,2.2,,0:07,14.0,0.0,0.0,,0:01,,0.0,0.0
644,Julius Honka\honkaju01,DAL,D,0:44,29,,13:03,0.6,2.5,3.0,,0:25,-12.0,0.0,0.0,,0:14,-5.9,8.5,8.5
645,Justin Schultz\schulju01,PIT,D,0:52,29,,17:56,-7.0,2.5,2.3,,2:24,1.4,11.2,1.7,,0:09,22.4,0.0,15.3
646,Mackenzie MacEachern\maceama01,STL,LW,1:13,29,,8:01,-4.5,1.5,1.5,,0:00,,0.0,0.0,,0:00,,0.0,0.0
647,Jakob Forsbacka Karlsson\forsbja01,BOS,C,0:47,28,,11:09,-3.1,1.9,1.5,,0:21,7.9,6.0,6.0,,0:16,-9.6,0.0,15.5
648,Jaycob Megna\megnaja02,ANA,D,0:44,28,,12:31,-1.5,2.1,2.2,,0:00,,0.0,0.0,,2:00,3.1,0.0,7.5
649,Michael Dal Colle\dalcomi01,NYI,LW,0:34,28,,11:53,0.4,2.4,1.8,,0:12,-17.0,0.0,0.0,,0:00,,,
650,Teddy Blueger\bluegte01,PIT,C,0:37,28,,9:45,-2.2,2.2,1.3,,0:01,,0.0,0.0,,1:17,0.7,5.0,10.1
651,Valentin Zykov\zykovva01,TOT,LW,0:47,28,,8:28,0.7,0.6,0.6,,1:28,-4.1,5.7,1.9,,0:00,,,
652,Antti Suomela\suomean01,SJS,C,0:35,27,,11:11,-1.2,1.6,1.4,,0:02,14.6,0.0,0.0,,0:04,14.0,0.0,27.7
653,Jori Lehtera\lehtejo01,PHI,C,0:48,27,,7:31,-3.4,1.8,3.6,,0:04,,0.0,0.0,,1:30,-1.7,0.0,10.7
654,Vinni Lettieri\lettivi01,NYR,C,0:43,27,,9:24,-4.0,0.9,2.4,,0:33,-2.4,7.9,0.0,,0:10,15.6,0.0,12.5
655,Andrew Ladd\laddan01,NYI,LW,0:33,26,,12:51,-1.3,2.5,2.2,,0:34,5.1,0.0,0.0,,0:24,14.1,5.7,5.7
656,Andy Welinski\welinan01,ANA,D,0:43,26,,15:11,2.4,2.0,2.7,,0:44,-7.0,3.0,0.0,,0:06,-15.1,0.0,0.0
657,Brandon Sutter\suttebr03,VAN,C/RW,0:53,26,,13:26,-6.4,1.7,3.8,,0:54,7.5,2.6,2.6,,3:07,-1.0,0.7,2.1
658,Jonas Siegenthaler\siegejo01,WSH,D,0:39,26,,13:05,-1.4,2.5,1.4,,0:00,,0.0,0.0,,1:03,1.4,0.0,6.6
659,Luke Schenn\schenlu01,TOT,D,0:35,26,,12:40,-3.2,0.7,4.8,,0:00,,,,,1:13,-11.1,0.0,7.3
660,Matt Hendricks\hendrma01,TOT,C,0:54,26,,8:03,-0.9,1.4,2.0,,0:02,-34.7,0.0,0.0,,0:44,-9.4,0.0,6.2
661,Ryan Graves\gravery01,COL,D,0:39,26,,9:53,-0.7,3.0,2.3,,0:00,,0.0,0.0,,1:12,5.1,1.9,3.8
662,Sven Baertschi\baertsv01,VAN,LW,0:45,26,,12:08,-0.2,2.1,3.5,,2:59,3.3,7.0,1.5,,0:01,-12.3,0.0,0.0
663,Carl Gunnarsson\gunnaca01,STL,D,0:44,25,,14:13,1.8,3.9,2.7,,0:01,17.0,0.0,0.0,,1:41,4.8,1.4,8.5
664,Chris Wideman\widemch01,TOT,D,0:39,25,,10:53,-7.0,3.5,4.6,,2:08,-17.9,0.0,11.4,,0:00,,,
665,Dean Kukan\kukande01,CBJ,D,0:27,25,,13:25,1.8,2.3,1.3,,0:01,,0.0,0.0,,0:01,,,
666,Dillon Dube\dubedi01,CGY,C,0:30,25,,9:18,-7.3,2.3,1.8,,0:28,-11.8,0.0,0.0,,0:17,-2.1,0.0,16.5
667,Egor Yakovlev\yakoveg01,NJD,D,0:46,25,,15:31,-3.1,2.2,3.1,,0:06,-29.3,0.0,0.0,,0:01,,0.0,0.0
668,Matt Roy\royma04,LAK,D,0:37,25,,15:28,-3.8,3.3,3.4,,0:09,11.5,0.0,0.0,,1:30,6.1,0.0,0.0
669,Trevor Moore\mooretr01,TOR,LW,0:33,25,,8:49,-2.3,2.4,2.2,,0:14,-4.5,0.0,0.0,,0:01,-18.3,0.0,0.0
670,Alexandre Fortin\fortial01,CHI,LW,0:34,24,,10:08,1.2,1.7,3.4,,0:03,,0.0,0.0,,0:23,5.7,6.5,19.4
671,Andreas Martinsen\martian01,CHI,LW,0:29,24,,7:40,-6.0,1.6,3.6,,0:01,,0.0,0.0,,0:14,6.0,10.7,32.0
672,Andrej Sekera\sekeran01,EDM,D,0:43,24,,14:39,4.1,2.9,2.7,,0:30,10.0,4.6,0.0,,1:18,7.7,3.8,5.7
673,Juuso Valimaki\valimju01,CGY,D,0:42,24,,14:02,-5.3,1.8,2.3,,0:08,-1.7,0.0,0.0,,1:18,0.5,1.9,9.6
674,Martin Marincin\marinma01,TOR,D,0:42,24,,13:44,2.0,2.5,3.3,,0:01,,0.0,0.0,,1:25,9.2,0.0,7.0
675,Phillip Di Giuseppe\digiuph01,TOT,LW,0:48,24,,9:42,-1.9,2.1,2.7,,0:23,-1.8,0.0,0.0,,0:02,-20.4,0.0,0.0
676,Corban Knight\knighco01,PHI,C,0:33,23,,8:44,-9.4,1.2,2.7,,0:03,,,,,0:53,-12.6,0.0,7.9
677,Jean-Sebastien Dea\deaje01,TOT,C,0:34,23,,9:16,-2.8,1.9,2.2,,0:21,-9.7,0.0,0.0,,0:37,-12.7,0.0,4.7
678,Patrik Berglund\berglpa01,BUF,C,0:56,23,,11:22,-1.5,1.4,2.5,,0:32,-4.1,4.8,0.0,,1:07,-5.8,0.0,4.7
679,Vladislav Kamenev\kamenvl01,COL,LW,1:15,23,,7:21,-6.1,1.8,2.8,,0:59,6.4,10.7,0.0,,0:40,4.4,3.8,11.5
680,Zac Rinaldo\rinalza01,NSH,C,0:46,23,,7:07,-8.6,1.5,1.1,,0:00,,0.0,0.0,,0:00,,,
681,Korbinian Holzer\holzeko01,ANA,D,0:39,22,,13:29,-1.9,3.2,2.4,,0:02,,0.0,0.0,,2:32,2.5,1.1,10.7
682,Kurtis Gabriel\gabriku01,NJD,RW,0:44,22,,7:20,-8.0,2.2,2.2,,0:01,14.8,0.0,0.0,,0:00,,,
683,Sam Steel\steelsa01,ANA,C,0:32,22,,12:51,-1.6,2.6,1.9,,1:35,-12.9,3.3,5.0,,0:31,3.9,5.4,5.4
